MAE,MSE,RMSE,MAPE,sMAPE,QLIKE,R2,HitRate,N,AssetClass,Ticker,Horizon
0.018492997474672496,0.00034532161944883613,0.018582831308733234,10.146343613129703,10.58659011706641,-2.3767780130460725,-0.5321338305401919,90.9090909090909,12,stock,AAPL,12
0.0322683830366821,0.0016551320414112537,0.040683314041646775,13.669984642821136,14.272956997794347,-1.938494652300724,0.006084787530488689,51.578947368421055,96,stock,AAPL,96
0.043636780776579696,0.0027482878863149783,0.05242411550341101,19.45300504340872,19.051765317847337,-1.882849036535709,0.014867332790054144,53.403141361256544,192,stock,AAPL,192
0.05066908601663662,0.005607905431293499,0.0748859494918339,19.53022480931106,19.988541093191323,-1.731207202624,-0.0074789975280007415,50.44776119402985,336,stock,AAPL,336
0.07397398582861879,0.015754752031217564,0.1255179350978081,22.506922999034497,24.862499794775868,-1.2532918970933564,-0.12903776895670904,49.791376912378304,720,stock,AAPL,720
0.0195114274262281,0.000585307736223587,0.02419313407195494,9.692345084963709,9.058239381208748,-2.1618005336051707,-27.473586748930348,54.54545454545454,12,stock,AMZN,12
0.05584253513444833,0.003699658446140333,0.06082481768275457,24.182282936343842,21.416606023104027,-1.7647258078889552,-0.47194209362443185,57.89473684210527,96,stock,AMZN,96
0.06335908880221826,0.004756565761578519,0.0689678603523302,27.86785000342998,24.08141262446084,-1.7191037236907756,-0.6404682326358659,53.92670157068062,192,stock,AMZN,192
0.0703727015340532,0.008815716986692836,0.09389204964581845,24.88083705861643,23.380903659892915,-1.4281349848478628,0.03159873745740527,50.14925373134328,336,stock,AMZN,336
0.08032617634539804,0.013272872896777338,0.11520795500648963,24.5532365362326,24.40631698925212,-1.1882002655158603,0.012583439374754257,44.08901251738526,720,stock,AMZN,720
0.01118749631692084,0.00018213429969145693,0.013495714123063548,11.37486171219644,10.503375418944048,-3.567741684974141,-12.902990718458401,45.45454545454545,12,stock,BRK-B,12
0.01947769281159046,0.0004860659045076555,0.022046902378965973,13.392339850600955,13.545143923545497,-2.88768615312444,0.2923552387041142,48.421052631578945,96,stock,BRK-B,96
0.01855273764889687,0.0005127103798602013,0.022643108882399548,13.9691686438806,13.184019636332108,-2.915776065086174,-0.041779325165578474,49.73821989528796,192,stock,BRK-B,192
0.023883642225386192,0.0010194954570070644,0.0319295389413481,14.669618745516555,15.01391130506749,-2.6723602459809572,0.08373592859877299,50.74626865671642,336,stock,BRK-B,336
0.035024698495257876,0.0049752241116359135,0.07053526856570345,16.19063341767214,17.95817196284592,-2.306698889626429,-0.056964659837436704,50.48678720445062,720,stock,BRK-B,720
0.017706016185274596,0.00047223535310144727,0.021730976809647726,10.18006501904486,9.544404746602813,-2.3797742812629115,-1.6558235116402464,45.45454545454545,12,stock,GOOGL,12
0.05009582409527067,0.003827317866950807,0.06186532038994712,17.93740026683226,19.758016070775497,-1.6385383515817509,-0.16047024810511323,54.736842105263165,96,stock,GOOGL,96
0.06313488751613557,0.010281888199893802,0.10139964595546576,18.7076901585355,21.689943045599048,-1.3990710634011692,-0.1689908072204147,51.30890052356021,192,stock,GOOGL,192
0.06327132009292816,0.009053465651725181,0.09514970126976323,18.89325755364501,21.96942223474984,-1.363534012717916,-0.29977600524494874,49.25373134328358,336,stock,GOOGL,336
0.08592012663979089,0.013049613679067231,0.11423490569465723,23.920675555228474,28.763810165672528,-1.0158202805827246,-0.8491460751445032,48.95688456189152,720,stock,GOOGL,720
0.017183856100850037,0.00042351980457978156,0.020579596803139307,12.430928972825003,13.582410797943684,-2.9800999714255734,-3.9098906927164823,27.27272727272727,12,stock,JNJ,12
0.01036256442954853,0.00019167649082302597,0.013844727907150287,7.3728540708545465,7.744184028680853,-2.9810157131766295,-0.7833073133234343,46.31578947368421,96,stock,JNJ,96
0.021267671661979615,0.0009703551891902684,0.031150524701684695,12.464461257211706,13.888214843370486,-2.733515874256673,-0.31856745381862606,52.35602094240838,192,stock,JNJ,192
0.024667338681258137,0.001091901541968674,0.033043933512351006,14.248713237939379,15.934485006532837,-2.6438497958287037,-0.5817260526360086,52.23880597014925,336,stock,JNJ,336
0.0413797837456968,0.004440566437558513,0.06663757526770098,19.601749796295376,23.25384106611377,-2.17720800032298,-0.5209472475991686,50.34770514603616,720,stock,JNJ,720
0.008100256430475761,8.16344906461568e-05,0.00903518072017139,3.437471979006417,3.364878026044208,-1.8715881437384734,-4.034927253609862,54.54545454545454,12,stock,META,12
0.11236792247724736,0.03579047319546382,0.18918370224589595,21.32921994992618,27.896738256497738,-0.3290293009805314,-0.4808645786113359,52.63157894736842,96,stock,META,96
0.11726435165762104,0.038050768610864566,0.19506606217090805,22.49304428936011,28.646425079728232,-0.3355075510991388,-0.38370330889193394,51.832460732984295,192,stock,META,192
0.10867390657916934,0.028928850728376105,0.1700848339164198,23.84157466743808,28.2022619125986,-0.5845094615557921,-0.3242484626507458,50.14925373134328,336,stock,META,336
0.10524319122490261,0.022673492952618834,0.15057719931191055,25.59144951352893,27.872115919767555,-0.7165535551884071,-0.2189578920922579,50.76495132127955,720,stock,META,720
0.018975125540001882,0.0004248691351445258,0.020612353944771223,13.702673246414964,12.67471418387413,-2.9054306924891917,-12.972472095127051,63.63636363636363,12,stock,MSFT,12
0.014768366986259896,0.0003119073401768732,0.01766089862314127,8.321001691252103,7.928618886308929,-2.356369573053461,0.4775640908203338,55.78947368421052,96,stock,MSFT,96
0.02555211535080917,0.0010270816105465168,0.03204811399359589,13.886912935348159,12.906449650574734,-2.256085576588723,0.10536489972752949,53.403141361256544,192,stock,MSFT,192
0.03137624746115336,0.0016810305889298329,0.041000373034032665,15.75404601843942,14.995109955819494,-2.1368635323007448,0.11298976620700996,54.328358208955216,336,stock,MSFT,336
0.050719697411284514,0.005141993603371733,0.07170769556589957,21.2076921922331,21.532739885623606,-1.8564827837216007,0.0031027011955772066,51.46036161335188,720,stock,MSFT,720
0.00552606451852589,4.298160774272048e-05,0.006556035977839085,2.0405386387848523,2.0473540672218054,-1.5895819772930146,0.3831703236104703,54.54545454545454,12,stock,NVDA,12
0.14546379417570124,0.039897936175400155,0.19974467746450755,24.051421568626232,29.811426391586625,-0.08601694260975146,-0.45806050036645596,51.578947368421055,96,stock,NVDA,96
0.13746456572480847,0.03322474581811827,0.18227656409456008,23.3430968150785,28.30185366209529,-0.08192459392835809,-0.7113619019578314,52.879581151832454,192,stock,NVDA,192
0.14561076807076084,0.04174320014902328,0.20431152720544987,24.082804207505053,28.887102003449154,-0.0023527821384842535,-0.5242324352221832,51.04477611940299,336,stock,NVDA,336
0.14169732876096613,0.03871104590298885,0.1967512284662763,25.83692882138915,29.104159326651324,-0.1305860417967565,-0.32723273549854026,51.599443671766345,720,stock,NVDA,720
0.05271329044396202,0.0030042167633781204,0.05481073584050957,16.57267471462537,15.194995908358433,-1.2205884164383538,-14.776208106003244,36.36363636363637,12,stock,TSLA,12
0.06502404363581005,0.0067049659658414825,0.08188385656429162,13.695300045781725,14.817897842903541,-0.5696833704349177,-0.2722640269809966,50.526315789473685,96,stock,TSLA,96
